article_id,theory_type,name,role,tested_prediction,prediction_strength,rival_theories_acknowledged,justification,confidence,name_raw
Study085,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study085,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.55,Central Governor Model
Study085,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.55,Constraint-Led Approach
Study085,implicit,Mechanistic Explanatory Model Of Endurance,operational,"the manipulation of sagittal plane range of motion at the ankle, specifically dorsiflexion range of motion, is important when considering the design and use of higher collar shoes.",strong,TRUE,"the manipulation of sagittal plane range of motion at the ankle, specifically dorsiflexion range of motion, is important when considering the design and use of higher collar shoes.",0.85,Mechanistic explanatory model of endurance
Study085,implicit,Effort-Based Decision Model,operational,"the interaction between shoe collar height and limb dominance, specifically in volleyball, and the effects on knee joint landing mechanics is unclear.",strong,TRUE,"the interaction between shoe collar height and limb dominance, specifically in volleyball, and the effects on knee joint landing mechanics is unclear.",0.85,Effort-based decision model
Study086,explicit,Central Governor Model,operational,NA,absent,FALSE,NA,0.85,Central Governor Model
Study087,explicit,Self-Organizing Capacity Theory,operational,PTA increases as a result of a single prolonged run may be more likely in novice runners than in more trained and experienced runners.,strong,FALSE,NA,0.85,Self-Organizing Capacity Theory
Study087,explicit,Central Governor Model,operational,"PTA increases after a single prolonged, exhaustive run in novice runners.",strong,FALSE,NA,0.85,Central Governor Model
Study087,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study088,explicit,Constraint-Led Approach,operational,elbow torque decreases proportionally with reduced effort pitching,moderate,FALSE,NA,0.85,Constraint-Led Approach
Study089,explicit,Constraint-Led Approach,operational,peak vGRF decreases with increased step rate,strong,FALSE,NA,0.85,Constraint-Led Approach
Study089,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study089,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.85,Dual-Process Model
Study090,explicit,Central Governor Model,operational,"IMT would improve MIP of elite swimmers, accelerating lactate removal rate, and improving swimming aerobic performance.",strong,TRUE,NA,0.85,Central Governor Model
Study091,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study091,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study091,implicit,Mechanistic Explanatory Model Of Endurance,operational,full ROM resistance training would immediately increase joint ROM and decrease muscle stiffness,strong,FALSE,full ROM resistance training would immediately increase joint ROM and decrease muscle stiffness,0.8,Mechanistic explanatory model of endurance
Study092,explicit,Central Governor Model,operational,"BFR-inducing an attenuation of local muscle excitation during the brief, maximum effort task likely provoked by metabolic stress including muscle acidosis and the consequential feedback from group III/IV muscle afferents",strong,TRUE,NA,0.85,Central Governor Model
Study092,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study093,explicit,Central Governor Model,operational,Ankle proprioception acuity could affect ball-stroking performance in table tennis.,strong,FALSE,NA,0.85,Central Governor Model
Study093,explicit,Dual-Process Model,operational,"Ankle proprioception would be correlated with ball-hitting performance, and years of training.",strong,FALSE,NA,0.85,Dual-Process Model
Study094,explicit,Goal-Action Coupling,contextual,NA,absent,FALSE,NA,0.8,Goal-Action Coupling
Study094,explicit,Functional Variability,operational,enhanced functional variability with an external focus,strong,TRUE,NA,0.9,Functional Variability
Study094,explicit,Synergy And Compensatory Variability,operational,greater VUCM with an external focus,strong,TRUE,NA,0.9,Synergy and Compensatory Variability
Study094,implicit,Self-Organizing Systems,contextual,NA,absent,FALSE,NA,0.7,Self-Organizing Systems
Study095,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study095,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study095,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.85,Dual-Process Model
Study095,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.85,Constraint-Led Approach
Study095,explicit,Psychobiological Model Of Endurance,operational,"NGF, GDNF, and COX-2 mRNA levels would increase after the first exercise bout, but the magnitude of increases would be smaller after the second than the first bout",strong,FALSE,NA,0.85,Psychobiological model of endurance
Study096,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study096,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study096,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.85,Constraint-Led Approach
Study097,explicit,Constraint-Led Approach,operational,local muscle stiffness correlates with the respective joint ROM,strong,TRUE,NA,0.85,Constraint-Led Approach
Study098,explicit,Constraint-Led Approach,operational,Athletes applying the common osoto-gari defence reaction display higher knee joint loadings accompanied with reduced muscle excitation levels in the musculature encompassing and stabilising the knee joint compared to that of the modified osoto-gari defence reaction.,strong,FALSE,NA,0.85,Constraint-Led Approach
Study099,explicit,Optimal Theory,operational,"Autonomy support facilitates performance by enhancing performers' expectancies, including confidence in their ability to perform well.",strong,TRUE,NA,0.85,OPTIMAL theory
Study100,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study100,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study100,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study100,implicit,Dual-Process Model,operational,increased pitching distance would result in increased upper extremity kinetics and perhaps some changes in full-body kinematics,moderate,FALSE,increased pitching distance would result in increased upper extremity kinetics and perhaps some changes in full-body kinematics,0.9,Dual-Process Model
Study101,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study101,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study101,implicit,Dual-Process Model,operational,a highly demanding cognitive task inducing MF will impair peak and mean time of the directional component but not the linear component of RSA,moderate,FALSE,a highly demanding cognitive task inducing MF will impair peak and mean time of the directional component but not the linear component of RSA,0.9,Dual-Process Model
Study102,explicit,Self-Organizing Systems Theory,operational,"women would run with lower magnitudes of ankle and knee extensor torques and positive power and work, but with greater hip joint torques and positive power and work compared to men",strong,TRUE,NA,0.85,Self-Organizing Systems Theory
Study102,explicit,Mechanistic Explanatory Model Of Running Biomechanics,operational,lower magnitudes of ankle kinetics but greater hip kinetics in middle-aged compared to young runners,strong,TRUE,NA,0.85,Mechanistic Explanatory Model of Running Biomechanics
Study103,explicit,Constraint-Led Approach,operational,Okita et al. reported that ischemia applied only during rest intervals may induce a sufficient level of metabolic stress for muscular adaptations.,moderate,TRUE,NA,0.85,Constraint-Led Approach
Study104,explicit,Central Governor Model,operational,NA,absent,FALSE,NA,0.85,Central Governor Model
Study105,implicit,Perception-Action Coupling Loop,contextual,NA,absent,FALSE,NA,0.55,Perception-Action Coupling Loop
Study105,implicit,Cerebellar Dysfunction Theory,contextual,NA,absent,FALSE,NA,0.55,Cerebellar Dysfunction Theory
Study106,explicit,Constraint-Led Approach,operational,runners with previous running-related injuries exhibit higher vertical impact loading than their healthy counterparts,strong,TRUE,NA,0.85,Constraint-Led Approach
Study106,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study106,implicit,Dual-Process Model,operational,a 10-18% increase in running cadence could reduce VILR by 9-16%,strong,TRUE,a 10-18% increase in running cadence could reduce VILR by 9-16%,0.85,Dual-Process Model
Study107,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study107,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study107,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.8,Dual-Process Model
Study108,explicit,Information Processing Approach,operational,"Longer QE durations reflect an extended preparation period, which turns into higher chances of successfully executing a motor behavior.",strong,TRUE,NA,0.85,Information Processing Approach
Study108,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study109,explicit,Self-Regulation Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Regulation Theory
Study109,explicit,Constraint-Led Approach,operational,a 10% increase in step rate influences frontal-plane kinematics of the hip and pelvis as well as clinical outcomes in runners with PFP,strong,FALSE,NA,0.85,Constraint-Led Approach (CLA)
Study110,explicit,Constraint-Led Approach,operational,Patients with CAI will show less force steadiness and accuracy in all 3 muscle groups compared with healthy control participants.,strong,FALSE,NA,0.85,Constraint-Led Approach
Study111,explicit,Muscle Imbalance Theory,operational,Insufficient hamstring strength in comparison with quadriceps is a risk factor for HSIs.,strong,FALSE,NA,0.85,Muscle Imbalance Theory
Study112,explicit,Constraint-Led Approach,operational,The corresponding MVIC would produce the highest excitation relative to the other MVICs.,strong,FALSE,NA,0.85,Constraint-Led Approach
Study113,explicit,Unified Taxonomy Of Fatigue,contextual,NA,absent,FALSE,NA,0.7,Unified taxonomy of fatigue
Study113,implicit,Dual-Process Model,operational,decrease in MVIC from pretest to posttest with no difference between RPE 5 2 and RPE 5 8,moderate,FALSE,decrease in MVIC from pretest to posttest with no difference between RPE 5 2 and RPE 5 8,0.85,Dual-process model of fatigue
Study114,explicit,Constraint-Led Approach,operational,"lower tibial accelerations on dirt and gravel surfaces compared to paved surface, greater shock attenuation on dirt and gravel surfaces compared to paved surface, no differences in tibial accelerations or shock attenuations between dirt and gravel running surfaces",strong,FALSE,NA,0.85,Constraint-Led Approach
Study115,explicit,Ecological Approach,contextual,NA,absent,FALSE,NA,0.7,Ecological Approach
Study115,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.7,Self-Determination Theory
Study115,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.7,Dual-Process Model
Study115,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.7,Central Governor Model
Study115,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.7,Constraint-Led Approach
Study116,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study116,explicit,Mindfulness-Based Intervention (Mbi),operational,MI might be an effective self-management approach to improve mental health in athletes even if its effects are considered relatively small and transient,moderate,TRUE,NA,0.85,Mindfulness-Based Intervention (MBI)
Study116,explicit,Psychological Skills Training (Pst),operational,PST instructs practitioners to focus on attentional control to suppress or alter external demands and internal experiences,moderate,TRUE,NA,0.85,Psychological Skills Training (PST)
Study116,explicit,Relaxation Techniques,operational,RI has been found to produce a positive effect on mental health-related outcomes,moderate,TRUE,NA,0.85,Relaxation Techniques
Study117,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study117,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study117,implicit,Dual-Process Model,operational,"listening to research-selected music prior to a visual reaction time task would increase affective responses (i.e., feeling status and arousal state) and thus reduce RT.",strong,FALSE,"listening to research-selected music prior to a visual reaction time task would increase affective responses (i.e., feeling status and arousal state) and thus reduce RT.",0.9,Dual-Process Model
Study118,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study118,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study118,explicit,Blood Flow Restriction Training,operational,individualized BFR training combined with traditional rehabilitation training would produce better recovery,moderate,FALSE,NA,0.9,Blood Flow Restriction Training
Study119,explicit,Postactivation Performance Enhancement (Pape) Theory,operational,A protocol capable of generating a PAPE effect in a nonlocalized/simultaneous way would have great applicability in the training of several sports.,strong,TRUE,NA,0.85,Postactivation Performance Enhancement (PAPE) theory
Study120,explicit,Muscle Function Theory,contextual,NA,absent,FALSE,NA,0.7,Muscle Function Theory
Study121,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study121,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study121,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.55,Constraint-Led Approach
Study121,implicit,Aerodynamic Drag Force,operational,reduction of aerodynamic drag force by 16% at 2 m and 23% at 1 m distance between the skaters,strong,FALSE,reduction of aerodynamic drag force by 16% at 2 m and 23% at 1 m distance between the skaters,0.85,Aerodynamic drag force
Study121,implicit,Pacing Behaviour,operational,athletes regulate their energy expenditure based on the behaviour of their competitors,strong,FALSE,athletes regulate their energy expenditure based on the behaviour of their competitors,0.85,Pacing behaviour
Study122,explicit,Mechanical Properties Of Bone,contextual,NA,absent,FALSE,NA,0.55,Mechanical properties of bone
Study122,explicit,Bone Remodeling And Adaptation,contextual,NA,absent,FALSE,NA,0.55,Bone remodeling and adaptation
Study122,explicit,Axial Loading Stiffness And Fracture Healing,operational,Moderate mechanical loading provides a positive loading environment for quicker bone ossification and increased stiffness at the injured site.,strong,FALSE,NA,0.85,Axial loading stiffness and fracture healing
Study123,explicit,Constraint-Led Approach,operational,The ACL can become hypertrophied in response to mechanical loading.,strong,TRUE,NA,0.85,Constraint-Led Approach
Study124,explicit,Self-Organizing Systems Theory,operational,Hamstring optimal lengths can be increased through flexibility or strength interventions at least for male athletes.,strong,TRUE,NA,0.85,Self-Organizing Systems Theory
Study125,explicit,Constraint-Led Approach,operational,load-carrying ability is optimized to limit the potential negative impacts of load carriage on combat performance,strong,FALSE,NA,0.85,Constraint-Led Approach
Study125,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study125,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study125,explicit,Psychobiological Model Of Endurance,contextual,NA,absent,FALSE,NA,0.55,Psychobiological Model of Endurance
Study126,explicit,Constraint-Led Approach,operational,Pitchers with upper extremity pain would show reduced energy flow into the proximal pelvis and trunk and reduced energy flow out of the distal pelvis and trunk during the acceleration phase compared with pitchers who did not have upper extremity pain.,strong,FALSE,NA,0.85,Constraint-Led Approach
Study127,explicit,Mechanical Energy Expenditure (Mee) Analysis,operational,The SSB will require a larger MEE from the knee NJT and a smaller MEE from the ankle and hip NJT compared with the TB.,strong,FALSE,NA,0.85,Mechanical Energy Expenditure (MEE) analysis
Study127,explicit,Static Stick Figure,contextual,NA,absent,FALSE,NA,0.55,Static stick figure
Study128,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach (CLA)
Study128,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory (SDT)
Study128,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model (CGM)
Study129,explicit,Constraint-Led Approach,operational,"Participants with CAI will have alterations in both energy dissipation and generation by the ankle, knee, and hip joints during maximal jump landing and cutting.",strong,FALSE,NA,0.85,Constraint-Led Approach
Study131,explicit,Constraint-Led Approach,operational,Players' ocular metrics tested following practice would be affected differently by changes in the available time to complete the training tasks.,strong,TRUE,NA,0.85,Constraint-Led Approach
Study132,explicit,Central Governor Model,operational,concentric and eccentric peak power will be greater in assisted compared with unassisted flywheel squat,strong,FALSE,NA,0.85,Central Governor Model
Study133,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study133,implicit,Psychobiological Model Of Endurance,operational,"Mental fatigue will impair goaldirected attentional capacity, monitoring and adjustment of performance, reaction times, cognitive ability and response to cues in the visual search field for action preparation.",strong,FALSE,"Mental fatigue will impair goaldirected attentional capacity, monitoring and adjustment of performance, reaction times, cognitive ability and response to cues in the visual search field for action preparation.",0.9,Psychobiological model of endurance
Study134,explicit,Constraint-Led Approach,operational,"sex differences in US-based neck muscle characteristics of young, healthy women and men",strong,FALSE,NA,0.85,Constraint-Led Approach
Study135,explicit,Constraint-Led Approach,operational,"higher horizontal velocity of the center of mass, shorter ground contact time, and higher rate force of development during push-off which would contribute to higher vertical jump performance",strong,FALSE,NA,0.85,Constraint-Led Approach
Study136,explicit,Psychomotor Efficiency And Neural Proficiency Hypotheses,contextual,NA,absent,FALSE,NA,0.55,Psychomotor Efficiency and Neural Proficiency Hypotheses
Study136,explicit,Neurofeedback And Precision Sports Performance,operational,a single session of SMR NFT can effectively enhance SMR power and improve putting performance in professional golfers,strong,FALSE,NA,0.85,Neurofeedback and Precision Sports Performance
Study136,implicit,Self-Regulation And Precision Sports Performance,operational,higher SMR power during motor preparation for a putting task is associated with more accurate shooting performance in highly skilled marksmen,strong,FALSE,higher SMR power during motor preparation for a putting task is associated with more accurate shooting performance in highly skilled marksmen,0.85,Self-Regulation and Precision Sports Performance
Study137,explicit,Davis's Law,contextual,NA,absent,FALSE,NA,0.55,Davis's law
Study137,explicit,Central Governor Model,operational,NA,strong,FALSE,NA,0.85,Central Governor Model (CGM)
Study138,explicit,Constrained Action Hypothesis,operational,Directing one's attention internally leads to a more deliberate form of movement control which can constrain movement by disrupting automatic control mechanisms.,strong,TRUE,NA,0.85,Constrained Action Hypothesis
Study138,explicit,Orientation Of Focus Theory,operational,"An external focus can reduce the attentional effort that is required to execute a given movement, contrasting with the effect of an internal focus which can promote a more conscious control of an action thus impeding the automaticity of execution.",strong,TRUE,NA,0.85,Orientation of Focus Theory
Study138,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study139,explicit,Mechanistic Explanatory Model Of Fiber Rotation,operational,"Fascicle behavior would differ by both contraction mode and intensity, and that these effects would be muscle length dependent.",strong,FALSE,NA,0.85,Mechanistic explanatory model of fiber rotation
Study140,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.55,Constraint-Led Approach
Study141,explicit,Ischemia Reperfusion (Ir) Injury,contextual,NA,absent,FALSE,NA,0.85,Ischemia Reperfusion (IR) Injury
Study141,explicit,Ischemic Conditioning (Ic),operational,reduced damage caused by IR injury and improved recovery from exercise,strong,FALSE,NA,0.85,Ischemic Conditioning (IC)
Study142,explicit,Psychobiological Model Of Endurance,operational,Mental fatigue will be increased due to prolonged cognitive effort and auditive distractor,strong,TRUE,NA,0.85,Psychobiological model of endurance
Study142,explicit,Cognitive Interference Control System,operational,Impaired cognitive interference control system will lead to reduced physical and cognitive performance,strong,TRUE,NA,0.85,Cognitive interference control system
Study142,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-process model
Study143,explicit,Central Governor Model,operational,The mechanisms behind the reduced performance are probably more related to changes in muscle quality rather than muscle mass.,strong,TRUE,NA,0.85,Central Governor Model
Study143,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study143,implicit,Dual-Process Model,operational,The underlying mechanisms behind the decline in muscle performance involve structural damages or disturbances to energy systems that are important for explosive strength rather than maximal strength.,strong,TRUE,The underlying mechanisms behind the decline in muscle performance involve structural damages or disturbances to energy systems that are important for explosive strength rather than maximal strength.,0.85,Dual-Process Model
Study143,implicit,Mechanistic Explanatory Model Of Muscle Damage And Recovery,operational,The levels of HSP accumulated in muscle fibers correlate with the decline in force generating capacity after exercise.,strong,TRUE,The levels of HSP accumulated in muscle fibers correlate with the decline in force generating capacity after exercise.,0.85,Mechanistic explanatory model of muscle damage and recovery
Study143,implicit,Mechanistic Explanatory Model Of Calcium-Handling And Dynamics In Muscle Cells,operational,"Impaired Ca2+ handling and dynamics in the muscle cells can result in leaky channels at rest, impaired Ca2+ release, and therefore impaired exercise capacity, muscle function, and fatigue resistance.",strong,TRUE,"Impaired Ca2+ handling and dynamics in the muscle cells can result in leaky channels at rest, impaired Ca2+ release, and therefore impaired exercise capacity, muscle function, and fatigue resistance.",0.85,Mechanistic explanatory model of calcium-handling and dynamics in muscle cells
Study144,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study145,explicit,Central Governor Model,operational,Hamstring muscles develop less neuromuscular fatigue than quadriceps muscles.,strong,FALSE,NA,0.85,Central Governor Model
Study146,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study148,explicit,Central Governor Model,operational,"MVC torque and central mechanisms contributing to voluntary activation of the elbow flexors would be reduced due to the contraction protocol, and this reduction would be exacerbated under conditions of hypoxia compared to sham.",strong,TRUE,NA,0.85,Central Governor Model
Study149,explicit,Central Governor Model,operational,"The boundaries of the moderate-intensity, heavy-intensity, and severe-intensity exercise domains and W9 would be reduced after 90 km of predominantly moderate-intensity cycling.",strong,TRUE,NA,0.85,Central Governor Model
Study150,explicit,Postactivation Potentiation (Pap),operational,an increase in muscle performance after an evoked or voluntary conditioning stimulus,strong,FALSE,NA,0.85,Postactivation Potentiation (PAP)
Study151,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study151,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study151,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.85,Dual-Process Model
Study151,implicit,Anabolic Resistance,operational,impairments in the exercise-induced stimulation of MPS have been reported with aging and have been suggested to underpin age-related muscle loss,strong,FALSE,impairments in the exercise-induced stimulation of MPS have been reported with aging and have been suggested to underpin age-related muscle loss,0.85,Anabolic Resistance
Study151,implicit,Mechanistic Explanatory Model Of Endurance,operational,the dynamic balance between muscle protein synthesis (MPS) and muscle protein breakdown (MPB) rates that results in either a net gain (synthesis > breakdown) or a net loss (breakdown > synthesis) of muscle mass,strong,FALSE,the dynamic balance between muscle protein synthesis (MPS) and muscle protein breakdown (MPB) rates that results in either a net gain (synthesis > breakdown) or a net loss (breakdown > synthesis) of muscle mass,0.85,Mechanistic explanatory model of endurance
Study152,explicit,Arthrogenic Muscle Inhibition,operational,quadriceps neuromuscular function will be reduced as exercise sets progress,moderate,FALSE,NA,0.85,Arthrogenic Muscle Inhibition
Study152,explicit,Neuromuscular Fatigue Theory,operational,"quadriceps peak torque, central activation ratio, and rate of torque development will decrease during and after repetitive exercises in patients with PFP compared to healthy controls",strong,FALSE,NA,0.85,Neuromuscular Fatigue Theory
Study152,implicit,Self-Protective Mechanism,contextual,NA,absent,FALSE,NA,0.55,Self-Protective Mechanism
Study153,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study154,explicit,Central Governor Model,operational,"RSS training with L 50%vdec improves sprint acceleration performance and underlying mechanical variables, more than traditional RSS training with a light load or without a load.",strong,TRUE,NA,0.85,Central Governor Model
Study154,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study155,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study155,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study156,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory
Study156,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model
Study156,implicit,Dual-Process Model,operational,players from a Category One academy will present with significantly greater total daily energy expenditure than non-academy players,moderate,FALSE,players from a Category One academy will present with significantly greater total daily energy expenditure than non-academy players,0.75,Dual-Process Model
Study157,explicit,Central Governor Model,operational,"Nordic walking in water would exert a variety of beneficial impacts on physical fitness, glycemic control, vascular function, cerebrovascular reactivity (CVR), and cognitive impairment in elderly patients with type 2 diabetes.",strong,FALSE,NA,0.85,Central Governor Model
Study158,explicit,Central Governor Model,operational,a greater relative load on the heart compared to men will elicit a higher CO and SV in women,strong,FALSE,NA,0.85,Central Governor Model
Study159,explicit,Constraint-Led Approach,operational,NA,absent,FALSE,NA,0.85,Constraint-Led Approach
Study160,implicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study161,explicit,Multifactorial Model Of Sports Performance,contextual,NA,absent,FALSE,NA,0.8,Multifactorial model of sports performance
Study161,explicit,Psychobiological Model Of Endurance,contextual,NA,absent,FALSE,NA,0.7,Psychobiological model of endurance
Study161,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study161,implicit,Ecological Dynamics,operational,NA,strong,FALSE,NA,0.9,Ecological dynamics of decision-making performance
Study162,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study162,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study162,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study162,implicit,Mechanistic Explanatory Model Of Endurance,operational,"national runners would show larger improvements in RE and short distance performance with similar spatiotemporal modifications, when running in shoes with increased LBS, compared with trained runners.",strong,TRUE,"national runners would show larger improvements in RE and short distance performance with similar spatiotemporal modifications, when running in shoes with increased LBS, compared with trained runners.",0.95,Mechanistic explanatory model of endurance
Study164,explicit,Central Governor Model,operational,The application of CWI at 108C but not 158C would reduce mVO2 postimmersion.,strong,FALSE,NA,0.85,Central Governor Model
Study165,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study165,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study165,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study166,explicit,Postactivation Performance Enhancement (Pape),operational,Low-volume exercise stimuli can improve short-term neuromuscular performance.,moderate,FALSE,NA,0.85,Postactivation Performance Enhancement (PAPE)
Study166,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.85,Central Governor Model (CGM)
Study166,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.85,Self-Determination Theory (SDT)
Study167,explicit,Central Governor Model,operational,"physiological and perceptive responses will be higher in 4 m × 4 m compared to other area sizes, while lower responses will be attributed to groundwork in comparison to standing combat due to its high energetic demand",strong,FALSE,NA,0.85,Central Governor Model
Study168,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study168,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study168,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study168,implicit,Dual-Process Model,operational,"HIIT induces an acute reduction in squat, but not in bench press explosive strength.",strong,FALSE,"HIIT induces an acute reduction in squat, but not in bench press explosive strength.",0.9,Dual-Process Model
Study169,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study169,implicit,Dual-Process Model,operational,players will adopt anticipatory behaviors (feedforward mechanisms and co-contractions) or generate new movement strategies,strong,FALSE,players will adopt anticipatory behaviors (feedforward mechanisms and co-contractions) or generate new movement strategies,0.9,Dual-Process Model
Study170,explicit,Central Governor Model,operational,"Improved AE increases total distance covered, play intensity, the number of sprints performed, and ball involvement during matches in elite players aged 18 years.",strong,FALSE,NA,0.85,Central Governor Model
Study170,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study170,implicit,Dual-Process Model,operational,PJT and resistance training may have caused neuromuscular changes which contributed to a better running economy.,weak,FALSE,PJT and resistance training may have caused neuromuscular changes which contributed to a better running economy.,0.65,Dual-Process Model
Study171,implicit,Proprioception,contextual,NA,absent,FALSE,NA,0.55,Proprioception
Study171,implicit,Ankle Proprioception As An Intrinsic Risk Factor For Ankle Injury,contextual,NA,absent,FALSE,NA,0.55,Ankle proprioception as an intrinsic risk factor for ankle injury
Study171,implicit,Somatosensory Feedback And Proprioception Enhancement Through Compression Materials,contextual,NA,absent,FALSE,NA,0.55,Somatosensory feedback and proprioception enhancement through compression materials
Study172,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.8,Constraint-Led Approach
Study172,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
