article_id,detection_type,name,theory_framework_type,role,tested_prediction,prediction_strength,boundary_conditions_met,rival_theories_acknowledged,justification,confidence,name_raw
Study019,implicit,Muscle Failure/Metabolic Stress Adaptation Model,causal,operational,"Muscle thickness, pennation angle, and strength will increase similarly in both the high-load (DF) and low-load (PF) conditions because both protocols induce volitional failure and associated metabolic stress (lactate, H+, inorganic phosphate accumulation), which provides a sufficient anabolic signal for hypertrophy.",moderate,within,FALSE,"Muscle thickness, pennation angle, and strength will increase similarly in both the high-load (DF) and low-load (PF) conditions because both protocols induce volitional failure and associated metabolic stress (lactate, H+, inorganic phosphate accumulation), which provides a sufficient anabolic signal for hypertrophy.",0.7,Muscle Failure/Metabolic Stress Adaptation Model
Study022,implicit,Overreaching Model,taxonomic,contextual,NA,absent,within,TRUE,NA,0.7,Overreaching/Overtraining Syndrome Framework
Study022,implicit,Carbohydrate Utilization Alteration Hypothesis,causal,operational,"Overreached endurance athletes will have a reduced respiratory exchange ratio (RER) during submaximal exercise, indicating reduced carbohydrate utilization, and a CGM-detectable decrease in circulating glucose during exercise. This response will return to baseline after a week of recovery training.",moderate,within,TRUE,"Overreached endurance athletes will have a reduced respiratory exchange ratio (RER) during submaximal exercise, indicating reduced carbohydrate utilization, and a CGM-detectable decrease in circulating glucose during exercise. This response will return to baseline after a week of recovery training.",0.6,Carbohydrate Utilization Alteration Hypothesis
Study023,explicit,Volume Load Model,mathematical,operational,"RT protocols with the same calculated volume load (sets × reps × %1RM) will produce different acute mechanical and metabolic responses when the underlying configurations of load, volume, and rest intervals differ.",strong,within,TRUE,NA,0.9,Volume Load Model
Study023,implicit,Fatigue-Adaptation Framework,causal,operational,"Protocols with longer sets (more reps per set) and shorter rest intervals will cause greater acute mechanical (velocity loss) and metabolic (blood lactate) fatigue, which can negatively impact recovery and adaptation processes.",moderate,within,FALSE,"Protocols with longer sets (more reps per set) and shorter rest intervals will cause greater acute mechanical (velocity loss) and metabolic (blood lactate) fatigue, which can negatively impact recovery and adaptation processes.",0.7,Fatigue-Adaptation Framework
Study024,implicit,Caffeine-Induced Substrate Oxidation Shift,causal,operational,"Acute caffeine intake (3 and 6 mg/kg) will increase fat oxidation during submaximal aerobic exercise compared to a placebo, with a dose-response effect (6 mg/kg > 3 mg/kg).",moderate,within,FALSE,"Acute caffeine intake (3 and 6 mg/kg) will increase fat oxidation during submaximal aerobic exercise compared to a placebo, with a dose-response effect (6 mg/kg > 3 mg/kg).",0.7,Caffeine-induced substrate oxidation shift
Study025,implicit,Amino Acid Precursor Availability Model,causal,operational,"Collagen protein ingestion (high in glycine/proline) will increase postexercise muscle connective protein synthesis rates, whereas whey protein ingestion will not. Conversely, whey protein ingestion will increase postexercise myofibrillar protein synthesis rates, whereas collagen protein ingestion will not.",moderate,within,TRUE,"Collagen protein ingestion (high in glycine/proline) will increase postexercise muscle connective protein synthesis rates, whereas whey protein ingestion will not. Conversely, whey protein ingestion will increase postexercise myofibrillar protein synthesis rates, whereas collagen protein ingestion will not.",0.7,Amino Acid Precursor Availability Model
Study026,explicit,Sensory Reweighting Theory,causal,operational,Participants in the recent concussion and concussion history groups will display sensory reweighting impairments relative to the control group.,moderate,within,FALSE,NA,0.9,Sensory Reweighting Theory
Study027,implicit,Heat Shock Protein (Hsp) Accumulation Model,causal,operational,HWI at 41°C (but not 40°C) will mitigate EIMD-induced decline in strength and soreness by providing an adequate exogenous heat stress to promote HSP accumulation and subsequent muscle regeneration.,moderate,within,TRUE,HWI at 41°C (but not 40°C) will mitigate EIMD-induced decline in strength and soreness by providing an adequate exogenous heat stress to promote HSP accumulation and subsequent muscle regeneration.,0.75,Heat Shock Protein (HSP) Accumulation Model
Study027,implicit,Dose-Response Relationship (Thermotherapy For Recovery),mathematical,operational,"There is an optimal immersion temperature between 39°C and 42°C that maximizes muscular benefits while minimizing adverse symptoms; specifically, 41°C will be effective where 40°C is not.",moderate,within,FALSE,"There is an optimal immersion temperature between 39°C and 42°C that maximizes muscular benefits while minimizing adverse symptoms; specifically, 41°C will be effective where 40°C is not.",0.7,Dose-Response Relationship (Thermotherapy for Recovery)
Study029,explicit,Critical Intensity/Power Model,mathematical,operational,The critical intensity (asymptote of the hyperbolic intensity-duration curve) will be higher in females than in males when expressed relative to MVC.,strong,within,FALSE,NA,0.9,Critical Intensity/Power Model
Study029,implicit,Metabolic/Physiological Mechanism Of Fatigue (Critical Intensity Framework),causal,operational,"At intensities above critical intensity, task failure is caused by a progressive loss of intramuscular homeostasis due to reliance on substrate-level phosphorylation. At intensities below, fatigability is due to mild muscular impairment and neural attenuation. These mechanisms will differ between sexes when tasks are matched for metabolic intensity (relative to critical intensity).",moderate,within,FALSE,"At intensities above critical intensity, task failure is caused by a progressive loss of intramuscular homeostasis due to reliance on substrate-level phosphorylation. At intensities below, fatigability is due to mild muscular impairment and neural attenuation. These mechanisms will differ between sexes when tasks are matched for metabolic intensity (relative to critical intensity).",0.75,Metabolic/Physiological Mechanism of Fatigue (Critical Intensity Framework)
Study030,implicit,Astaxanthin Metabolic Enhancement Theory,causal,operational,"Astaxanthin supplementation (12 mg/day for 7 days) will improve 40 km cycling time trial performance, and this ergogenic effect will be underpinned by an enhancement of fat oxidation during exercise.",moderate,within,FALSE,"Astaxanthin supplementation (12 mg/day for 7 days) will improve 40 km cycling time trial performance, and this ergogenic effect will be underpinned by an enhancement of fat oxidation during exercise.",0.7,Astaxanthin Metabolic Enhancement Theory
Study031,explicit,Repeated Bout Effect (Rbe) Framework,taxonomic,operational,Neural and mechanical adaptations conferred by the RBE would be greater in Rectus Femoris (RF) than Vastus Lateralis (VL) due to exercise model specificity.,moderate,within,TRUE,NA,0.8,Repeated Bout Effect (RBE) Framework
Study031,implicit,Neuromechanical Coupling Model,causal,operational,A lesser cardio-metabolic demand and perceived exertion during the second exercise bout compared to the first.,weak,within,TRUE,A lesser cardio-metabolic demand and perceived exertion during the second exercise bout compared to the first.,0.65,Neuromechanical Coupling Model
Study034,explicit,"Pain Adaptation Model (Hodges & Tucker, 2010)",causal,contextual,NA,absent,within,FALSE,NA,0.9,"Pain Adaptation Model (Hodges & Tucker, 2010)"
Study034,implicit,Arthrogenic Muscle Inhibition (Ami) Model,causal,contextual,NA,absent,within,FALSE,NA,0.75,Arthrogenic Muscle Inhibition (AMI) Model
Study037,explicit,Metabolic Resource Shift Theory,causal,contextual,NA,absent,within,TRUE,NA,0.9,Metabolic Resource Shift Theory
Study037,explicit,Neurochemical Inhibition Theory,causal,contextual,NA,absent,within,TRUE,NA,0.9,Neurochemical Inhibition Theory
Study037,explicit,Cognitive Component Skills Theory,taxonomic,contextual,NA,absent,within,FALSE,NA,0.8,Cognitive Component Skills Theory
Study041,implicit,Muscle Perfusion And Metabolic Preconditioning Model,causal,operational,A specific training program centered on a greater involvement of legs during the swim segment could positively affect the subsequent cycle segment because of a greater lower-body muscle activation and recruitment that leads to a better muscle perfusion and a reduction in oxygen consumption during the subsequential cycling performance.,moderate,within,FALSE,A specific training program centered on a greater involvement of legs during the swim segment could positively affect the subsequent cycle segment because of a greater lower-body muscle activation and recruitment that leads to a better muscle perfusion and a reduction in oxygen consumption during the subsequential cycling performance.,0.6,Muscle perfusion and metabolic preconditioning model
Study042,explicit,Foot Core System,taxonomic,operational,"Older adults will have decreased foot core capacities (e.g., muscle strength, sensory inputs) compared to younger adults.",weak,within,FALSE,NA,0.8,Foot Core System
Study042,explicit,Muscle Synergy Theory,causal,contextual,NA,absent,within,FALSE,NA,0.9,Muscle Synergy Theory
Study044,explicit,Kinetic Chain Model Of Pitching,causal,operational,"Strengthening the lower extremities (the origin of the energy chain) will enhance performance and avoid injury. Specifically, hip strength will be associated with upper extremity kinematics and kinetics (e.g., elbow-valgus torque, shoulder internal-rotation torque).",moderate,within,FALSE,NA,0.8,Kinetic Chain Model of Pitching
Study045,implicit,Neck Strength And Girth As A Modifiable Risk Factor For Src,causal,operational,Participation in a 12-week isometric neck strengthening program will lead to greater improvements in isometric neck strength compared to non-participation.,weak,within,FALSE,Participation in a 12-week isometric neck strengthening program will lead to greater improvements in isometric neck strength compared to non-participation.,0.6,Neck Strength and Girth as a Modifiable Risk Factor for SRC
Study049,implicit,Dose-Response Relationship (Nmes Effectiveness),mathematical,operational,A greater level of evoked torque (dose) generated by wide-pulse NMES protocols will lead to greater objective fatigability and changes in CNS excitability (response).,moderate,within,FALSE,A greater level of evoked torque (dose) generated by wide-pulse NMES protocols will lead to greater objective fatigability and changes in CNS excitability (response).,0.7,Dose-Response Relationship (NMES effectiveness)
Study049,implicit,Axonal Strength-Duration Properties,causal,operational,"Wider pulse durations depolarize sensory axons more effectively (due to their longer strength-duration time constant and lower rheobase than motor axons), leading to greater afferent volleys to the CNS, which modulates CNS excitability.",strong,within,FALSE,"Wider pulse durations depolarize sensory axons more effectively (due to their longer strength-duration time constant and lower rheobase than motor axons), leading to greater afferent volleys to the CNS, which modulates CNS excitability.",0.8,Axonal Strength-Duration Properties
Study049,implicit,Torque-Frequency Relationship,mathematical,contextual,NA,absent,within,FALSE,NA,0.75,Torque-Frequency Relationship
Study054,implicit,Cold-Induced Autonomic And Vascular Response Model,causal,operational,"WBC prior to RSH (WBC-RSH) will improve performance in hypoxia compared to RSH alone, through an increase in muscle oxygenation.",moderate,within,FALSE,"WBC prior to RSH (WBC-RSH) will improve performance in hypoxia compared to RSH alone, through an increase in muscle oxygenation.",0.7,Cold-Induced Autonomic and Vascular Response Model
Study054,implicit,Cold-Induced Autonomic And Sleep Regulation Model,causal,operational,WBC after RSH (RSH-WBC) will improve sleep quality compared to RSH alone and a control night.,moderate,within,FALSE,WBC after RSH (RSH-WBC) will improve sleep quality compared to RSH alone and a control night.,0.65,Cold-Induced Autonomic and Sleep Regulation Model
Study054,implicit,Autonomic Recovery Model (Post-Wbc),causal,operational,Both WBC conditions (WBC-RSH and RSH-WBC) will enhance recovery of Heart Rate Variability (HRV) indices compared to RSH alone.,weak,within,FALSE,Both WBC conditions (WBC-RSH and RSH-WBC) will enhance recovery of Heart Rate Variability (HRV) indices compared to RSH alone.,0.6,Autonomic Recovery Model (post-WBC)
Study056,explicit,Eccentric Overload (Eo) Framework,taxonomic,operational,"The eccentric overload (EO) level, quantified by the eccentric:concentric (E:C) ratio, is variable- and load-dependent across different moments of inertia in a flywheel squat exercise.",moderate,within,TRUE,NA,0.7,Eccentric Overload (EO) Framework
Study056,explicit,Force-Velocity Profile Concept,mathematical,contextual,NA,absent,within,FALSE,NA,0.8,Force-Velocity Profile Concept
Study058,implicit,Metabolic Thresholds / Exercise Intensity Domains Model,taxonomic,operational,"Impairments in neuromuscular function (performance fatigability) will be greater during exercise above the gas exchange threshold (GET) than below it, and will be greater at 110% GET than at 90% GET, with no difference between 90% and 70% GET.",moderate,within,FALSE,"Impairments in neuromuscular function (performance fatigability) will be greater during exercise above the gas exchange threshold (GET) than below it, and will be greater at 110% GET than at 90% GET, with no difference between 90% and 70% GET.",0.7,Metabolic Thresholds / Exercise Intensity Domains Model
Study058,implicit,Metabolite Accumulation Model Of Fatigue,causal,contextual,NA,absent,within,FALSE,NA,0.8,Metabolite Accumulation Model of Fatigue
Study060,implicit,Cross-Education Effect,causal,operational,"Eccentric training (ET) of the nonimmobilized arm will attenuate decreases in muscle function and CSA of the immobilized arm greater than concentric training (CT), and ET will provide greater protective effects against muscle damage induced by maximal eccentric exercise after immobilization than CT.",moderate,within,FALSE,"Eccentric training (ET) of the nonimmobilized arm will attenuate decreases in muscle function and CSA of the immobilized arm greater than concentric training (CT), and ET will provide greater protective effects against muscle damage induced by maximal eccentric exercise after immobilization than CT.",0.7,Cross-education effect
Study060,implicit,Repeated Bout Effect,causal,operational,Resistance training (especially ET) of the nonimmobilized arm will attenuate the magnitude of muscle damage in the immobilized arm when eccentric exercise is performed after immobilization.,moderate,outside,FALSE,Resistance training (especially ET) of the nonimmobilized arm will attenuate the magnitude of muscle damage in the immobilized arm when eccentric exercise is performed after immobilization.,0.75,Repeated bout effect
Study062,implicit,Implicit Physiological Load Theory,causal,operational,"For a given power output, a lower cadence (30 rpm) during eccentric cycling will generate greater muscular activation, perception of effort, and cardiorespiratory responses compared to a higher cadence (60 rpm).",moderate,within,FALSE,"For a given power output, a lower cadence (30 rpm) during eccentric cycling will generate greater muscular activation, perception of effort, and cardiorespiratory responses compared to a higher cadence (60 rpm).",0.6,Implicit Physiological Load Theory
Study062,implicit,Implicit Neuromuscular Fatigue Equivalence Theory,causal,operational,"Neuromuscular alterations (e.g., loss of MVC torque) after 30 min of submaximal eccentric cycling will be similar for low (30 rpm) and high (60 rpm) cadence conditions when total work is matched.",moderate,within,TRUE,"Neuromuscular alterations (e.g., loss of MVC torque) after 30 min of submaximal eccentric cycling will be similar for low (30 rpm) and high (60 rpm) cadence conditions when total work is matched.",0.55,Implicit Neuromuscular Fatigue Equivalence Theory
Study063,explicit,Dual-Mode Theory,causal,contextual,NA,absent,within,FALSE,NA,0.9,Dual-Mode Theory
Study063,explicit,Self-Determination Theory,causal,operational,"Exercisers given more autonomy will have more positive psychological responses (e.g., enjoyment, affective valence) compared to those in imposed HIIT sessions.",moderate,within,FALSE,NA,0.95,Self-Determination Theory
Study065,explicit,Caffeine's Adenosine Receptor Antagonism Mechanism,causal,operational,"Caffeine ingestion improves 800-m run performance by increasing ventilation, thereby reducing Exercise-Induced Arterial Hypoxemia (EIAH).",strong,within,FALSE,NA,0.9,Caffeine's Adenosine Receptor Antagonism Mechanism
Study065,explicit,Exercise-Induced Arterial Hypoxemia (Eiah) Fatigue Model,causal,operational,Reducing EIAH (via caffeine-induced increased ventilation) will improve 800-m run performance.,moderate,within,FALSE,NA,0.8,Exercise-Induced Arterial Hypoxemia (EIAH) Fatigue Model
Study067,explicit,Supercompensation Theory,causal,contextual,NA,absent,within,FALSE,NA,0.9,Supercompensation Theory
Study067,explicit,Postactivation Performance Enhancement (Pape),causal,operational,Resisted sprints will be effective in eliciting both acute (PAPE) and delayed (priming) performance enhancement.,weak,within,FALSE,NA,0.85,Postactivation Performance Enhancement (PAPE)
Study067,explicit,Priming (As A Delayed Pape Phenomenon),causal,operational,Resisted sprints will be effective in eliciting a delayed performance enhancement (priming) up to 48 hours later.,weak,within,TRUE,NA,0.8,Priming (as a delayed PAPE phenomenon)
Study067,implicit,Fatigue-Potentiation Balance Model,causal,contextual,NA,absent,unclear,FALSE,NA,0.6,Fatigue-Potentiation Balance Model
Study068,explicit,Physiological Resilience/Durability Framework,taxonomic,operational,"The ability to resist changes in RE and VO2max (i.e., physiological resilience) will be superior in trained versus untrained runners.",weak,within,FALSE,NA,0.7,Physiological Resilience/Durability Framework
Study069,explicit,Stretch-Shortening Cycle (Ssc) Theory,causal,operational,"The flywheel-based program would improve more thoroughly those actions that rely highly on the stretch-shortening cycle toward performance (ie, countermovement jump [CMJ]).",moderate,within,FALSE,NA,0.8,Stretch-Shortening Cycle (SSC) Theory
Study069,implicit,Eccentric Overload Training Theory,causal,contextual,NA,absent,within,FALSE,NA,0.7,Eccentric Overload Training Theory
Study072,implicit,Kinetic Chain Theory / Proximal Stability Model,causal,operational,"Athletes with a history of hamstring strain injury will demonstrate altered activation coordination (deficits in timing and recruitment) in the trunk and pelvic stabilising muscles during sudden, unanticipated trunk perturbations, compared to non-injured athletes.",moderate,within,FALSE,"Athletes with a history of hamstring strain injury will demonstrate altered activation coordination (deficits in timing and recruitment) in the trunk and pelvic stabilising muscles during sudden, unanticipated trunk perturbations, compared to non-injured athletes.",0.7,Kinetic Chain Theory / Proximal Stability Model
Study073,explicit,"Structure Mapping Theory Of Analogy (Gentner, 1983)",causal,contextual,NA,absent,within,FALSE,NA,0.9,"Structure Mapping Theory of Analogy (Gentner, 1983)"
Study073,explicit,Cognitive Style Theory (Visual-Verbal Preference),taxonomic,operational,Individuals with a high verbal preference (verbalisers) rely more on verbal processes for movement control and will therefore benefit more from an analogy instruction (which reduces verbal control) than those with a low verbal preference (visualisers). This will be reflected in greater performance improvement and a stronger increase in EEG high-alpha power (indicating verbal suppression) for the high verbal preference group.,moderate,outside,FALSE,NA,0.8,Cognitive Style Theory (Visual-Verbal Preference)
Study073,implicit,Conscious Processing Hypothesis / Explicit Monitoring Theory (As Applied To Motor Learning),causal,operational,"Analogy learning reduces reliance on verbal-declarative knowledge and conscious control, leading to more efficient (less effortful) information processing, which frees up cognitive capacity and promotes stable performance under pressure or dual-task conditions.",moderate,within,FALSE,"Analogy learning reduces reliance on verbal-declarative knowledge and conscious control, leading to more efficient (less effortful) information processing, which frees up cognitive capacity and promotes stable performance under pressure or dual-task conditions.",0.75,Conscious Processing Hypothesis / Explicit Monitoring Theory (as applied to motor learning)
Study075,implicit,Attentional Focus Theory (As Applied To Exercise),causal,operational,"Music will increase the use of task-irrelevant thoughts (i.e., focusing outwardly towards external influences) compared to a podcast or control, by reallocating attention from internal bodily cues to external environmental cues.",moderate,within,FALSE,"Music will increase the use of task-irrelevant thoughts (i.e., focusing outwardly towards external influences) compared to a podcast or control, by reallocating attention from internal bodily cues to external environmental cues.",0.7,Attentional Focus Theory (as applied to exercise)
Study075,implicit,Affective/Arousal Regulation Theory (Via Auditory Stimuli),causal,operational,"Music will induce more positive affective responses and enhance enjoyment to a greater degree than a podcast, due to its pleasant/emotional properties stimulating sensory cortex and deactivating areas related to negative sensations.",moderate,within,FALSE,"Music will induce more positive affective responses and enhance enjoyment to a greater degree than a podcast, due to its pleasant/emotional properties stimulating sensory cortex and deactivating areas related to negative sensations.",0.65,Affective/Arousal Regulation Theory (via auditory stimuli)
Study075,implicit,Neural Fatigue/Theta Modulation Model,causal,operational,"Music will rearrange the brain's electrical frequency (specifically, down-regulate frontal/central/parietal theta wave spectral power) during physical activity, indicating a prophylactic effect against neural fatigue and reduced processing of internal sensory signals.",strong,within,FALSE,"Music will rearrange the brain's electrical frequency (specifically, down-regulate frontal/central/parietal theta wave spectral power) during physical activity, indicating a prophylactic effect against neural fatigue and reduced processing of internal sensory signals.",0.75,Neural Fatigue/Theta Modulation Model
Study076,implicit,Force-Vector Theory Of Sprint Acceleration,causal,operational,"A more negative touchdown distance (foot placed further behind the body's center of mass) will be associated with a greater ratio of forces (RF) and, consequently, better sprint acceleration performance.",moderate,within,FALSE,"A more negative touchdown distance (foot placed further behind the body's center of mass) will be associated with a greater ratio of forces (RF) and, consequently, better sprint acceleration performance.",0.7,Force-Vector Theory of Sprint Acceleration
Study077,implicit,Functional Plasticity Theory Of Stroboscopic Training,causal,contextual,NA,absent,within,TRUE,NA,0.7,Functional Plasticity Theory of Stroboscopic Training
Study077,implicit,Acute Attention Modulation Hypothesis,causal,operational,Performance gains in sport-specific reaction speed will be stronger after a warm-up with stroboscopic eyewear compared to a warm-up with normal vision.,weak,within,TRUE,Performance gains in sport-specific reaction speed will be stronger after a warm-up with stroboscopic eyewear compared to a warm-up with normal vision.,0.75,Acute Attention Modulation Hypothesis
Study078,explicit,Resistance Training-Induced Suboptimization On Endurance Performance (Rt-Sep),causal,operational,A low relative load (60% 1RM) and a high velocity loss (30%) will result in an increased (worse) 2000-m rowing ergometer time trial than a high relative load (80% 1RM) and a low velocity loss (10%).,moderate,within,TRUE,NA,0.8,Resistance Training-Induced Suboptimization on Endurance Performance (RT-SEP)
Study078,explicit,Load-Velocity Relationship Model (For Neuromuscular Fatigue Assessment),mathematical,operational,"A decrement in the area under the load-velocity curve (A_line), more predominant in the velocity-axis intercept (v0) than in the load-axis intercept (L0), will be expected after the most fatiguing concurrent training protocols.",strong,within,FALSE,NA,0.9,Load-Velocity Relationship Model (for neuromuscular fatigue assessment)
Study078,explicit,Velocity-Based Training (Vbt) As An Autoregulation Framework,taxonomic,contextual,NA,absent,within,FALSE,NA,0.7,Velocity-Based Training (VBT) as an Autoregulation Framework
Study079,explicit,"Psychobiological Model Of Fatigue (Marcora Et Al., 2009)",causal,operational,"Less available time (as a constraint) will lead to higher mental fatigue, which will impair physical, technical, and tactical performance via increased perceived exertion, decreased motivation, and impaired self-control.",moderate,within,FALSE,NA,0.9,"Psychobiological Model of Fatigue (Marcora et al., 2009)"
Study079,explicit,Strength Model Of Self-Control (Ego-Depletion),causal,operational,"A time constraint imposes higher cognitive processing demands, leading to ego-depletion (resource depletion), which favors automatic responses, impairs self-control, and contributes to mental fatigue and performance impairment.",moderate,within,FALSE,NA,0.85,Strength Model of Self-Control (Ego-Depletion)
Study079,implicit,Constraints-Led Approach (As Applied To Training Design),paradigm,contextual,NA,absent,within,FALSE,NA,0.7,Constraints-Led Approach (as applied to training design)
Study080,explicit,Modified Perceptual Training Framework,taxonomic,contextual,NA,absent,within,FALSE,NA,0.8,Modified Perceptual Training Framework
Study080,implicit,Theoretical Assumptions Of 3d Mot,causal,operational,3D MOT training will lead to positive effects in near-transfer (measures of attention) and far-transfer (decision-making).,weak,within,FALSE,3D MOT training will lead to positive effects in near-transfer (measures of attention) and far-transfer (decision-making).,0.6,Theoretical assumptions of 3D MOT
Study081,implicit,Mechanical Linkage Model (Mtpj Stiffness To Leg Stiffness To Jump Performance),causal,operational,Higher MTPJ stiffness leads to increased jump height and take-off velocity.,moderate,within,TRUE,Higher MTPJ stiffness leads to increased jump height and take-off velocity.,0.7,Mechanical Linkage Model (MTPJ stiffness to leg stiffness to jump performance)
Study081,implicit,Energy Dissipation/Footwear Stiffness Model,causal,contextual,NA,absent,within,FALSE,NA,0.65,Energy Dissipation/Footwear Stiffness Model
Study082,explicit,Core Stability Of The Foot (Concept),taxonomic,operational,"Intrinsic foot muscle damage will be more prominent than extrinsic foot muscle damage following a marathon, because intrinsic muscles are primary stabilizers of the foot arch.",moderate,within,FALSE,NA,0.7,Core Stability of the Foot (concept)
Study084,explicit,Model Of Tendon Pathology,causal,contextual,NA,absent,within,FALSE,NA,0.7,Model of Tendon Pathology
